Emotion,x_1,y_1,z_1,vis_1,x_2,y_2,z_2,vis_2,x_3,y_3,z_3,vis_3,x_4,y_4,z_4,vis_4,x_5,y_5,z_5,vis_5,x_6,y_6,z_6,vis_6,x_7,y_7,z_7,vis_7,x_8,y_8,z_8,vis_8,x_9,y_9,z_9,vis_9,x_10,y_10,z_10,vis_10,x_11,y_11,z_11,vis_11,x_12,y_12,z_12,vis_12,x_13,y_13,z_13,vis_13,x_14,y_14,z_14,vis_14,x_15,y_15,z_15,vis_15,x_16,y_16,z_16,vis_16,x_17,y_17,z_17,vis_17,x_18,y_18,z_18,vis_18,x_19,y_19,z_19,vis_19,x_20,y_20,z_20,vis_20,x_21,y_21,z_21,vis_21,x_22,y_22,z_22,vis_22,x_23,y_23,z_23,vis_23,x_24,y_24,z_24,vis_24,x_25,y_25,z_25,vis_25,x_26,y_26,z_26,vis_26,x_27,y_27,z_27,vis_27,x_28,y_28,z_28,vis_28,x_29,y_29,z_29,vis_29,x_30,y_30,z_30,vis_30,x_31,y_31,z_31,vis_31,x_32,y_32,z_32,vis_32,x_33,y_33,z_33,vis_33,x_34,y_34,z_34,vis_34,x_35,y_35,z_35,vis_35,x_36,y_36,z_36,vis_36,x_37,y_37,z_37,vis_37,x_38,y_38,z_38,vis_38,x_39,y_39,z_39,vis_39,x_40,y_40,z_40,vis_40,x_41,y_41,z_41,vis_41,x_42,y_42,z_42,vis_42
I Like It!,0.7565218806266785,0.7976462244987488,2.4407390810665675e-05,0.0,0.7354589104652405,0.7222307920455933,-0.07209119945764542,0.0,0.7184662222862244,0.6644282341003418,-0.13962441682815552,0.0,0.7091694474220276,0.6142915487289429,-0.18236985802650452,0.0,0.7016270756721497,0.5756597518920898,-0.2204621285200119,0.0,0.7128263115882874,0.7469316720962524,-0.24481655657291412,0.0,0.6852088570594788,0.7370451092720032,-0.31856900453567505,0.0,0.6770159006118774,0.7506323456764221,-0.3396018147468567,0.0,0.6721962690353394,0.7617911100387573,-0.353880375623703,0.0,0.7241731882095337,0.7787666320800781,-0.22558251023292542,0.0,0.6964616179466248,0.7518438696861267,-0.2851961553096771,0.0,0.6883083581924438,0.7582318782806396,-0.27656716108322144,0.0,0.6887401938438416,0.7682706713676453,-0.2827310860157013,0.0,0.7363617420196533,0.8018144369125366,-0.20155026018619537,0.0,0.7136961221694946,0.7661406993865967,-0.24523982405662537,0.0,0.7041795253753662,0.7764275074005127,-0.2352636456489563,0.0,0.7036384344100952,0.789365291595459,-0.23893679678440094,0.0,0.7472436428070068,0.815860390663147,-0.18397684395313263,0.0,0.7350161671638489,0.7897946238517761,-0.21867860853672028,0.0,0.7249520421028137,0.7859978675842285,-0.2338477522134781,0.0,0.7203758955001831,0.7903447151184082,-0.25730666518211365,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.6924899816513062,0.7909395694732666,-1.4611763617722318e-05,0.0,0.700198233127594,0.7040706276893616,-0.0029594236984848976,0.0,0.6931856274604797,0.6425212025642395,-0.02758132293820381,0.0,0.6822639107704163,0.5974287986755371,-0.0516941212117672,0.0,0.6776282787322998,0.5463469624519348,-0.07926652580499649,0.0,0.6635995507240295,0.600814938545227,-0.08720852434635162,0.0,0.6553823947906494,0.5251643657684326,-0.1170031800866127,0.0,0.6566351056098938,0.4723682105541229,-0.14628514647483826,0.0,0.6652034521102905,0.4273364543914795,-0.17705559730529785,0.0,0.6536295413970947,0.6409376859664917,-0.10990617424249649,0.0,0.6409976482391357,0.5892778038978577,-0.1428535282611847,0.0,0.6414691805839539,0.5651188492774963,-0.16027989983558655,0.0,0.6461725831031799,0.5400110483169556,-0.17652520537376404,0.0,0.6517910957336426,0.6898976564407349,-0.12806668877601624,0.0,0.6404327750205994,0.6674456000328064,-0.1721644550561905,0.0,0.6368889808654785,0.6707145571708679,-0.18699900805950165,0.0,0.6368992924690247,0.6658358573913574,-0.20345403254032135,0.0,0.6551159620285034,0.7355213761329651,-0.14693321287631989,0.0,0.6463361978530884,0.736567497253418,-0.19158904254436493,0.0,0.6435996890068054,0.7453024387359619,-0.21377214789390564,0.0,0.6424066424369812,0.7465733289718628,-0.22908000648021698,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7539345622062683,0.8544324636459351,5.20757821504958e-05,0.0,0.7233471274375916,0.7559890747070312,0.007046742830425501,0.0,0.7034732699394226,0.6654572486877441,-0.012347857467830181,0.0,0.681334376335144,0.5964967012405396,-0.022655803710222244,0.0,0.6809077858924866,0.5296211242675781,-0.018106432631611824,0.0,0.6970843076705933,0.694893479347229,-0.1504506915807724,0.0,0.5990151762962341,0.7172039151191711,-0.15497639775276184,0.0,0.6129651665687561,0.7195216417312622,-0.10660894215106964,0.0,0.6400933265686035,0.6965272426605225,-0.0906648337841034,0.0,0.6968640685081482,0.76492840051651,-0.16645997762680054,0.0,0.5912584662437439,0.8012475371360779,-0.1817544847726822,0.0,0.6258503794670105,0.8110175132751465,-0.112593874335289,0.0,0.6588094830513,0.8035022020339966,-0.08704441785812378,0.0,0.6951627731323242,0.8374432921409607,-0.1790028065443039,0.0,0.5981789827346802,0.8625324964523315,-0.17922230064868927,0.0,0.636176347732544,0.8666559457778931,-0.10687775164842606,0.0,0.6654984951019287,0.8542067408561707,-0.07600349932909012,0.0,0.6906900405883789,0.9040343165397644,-0.19185999035835266,0.0,0.6173763275146484,0.9116190671920776,-0.21138277649879456,0.0,0.6446977853775024,0.9061613082885742,-0.19473853707313538,0.0,0.6713253855705261,0.901763916015625,-0.19771340489387512,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7999110817909241,0.8250433802604675,6.814840617153095e-06,0.0,0.7735551595687866,0.7208413481712341,-0.027529099956154823,0.0,0.7322000861167908,0.6652571558952332,-0.06626179069280624,0.0,0.6977277994155884,0.6331468820571899,-0.09931208938360214,0.0,0.6727697849273682,0.6016998887062073,-0.13844580948352814,0.0,0.7325047850608826,0.69387286901474,-0.16562265157699585,0.0,0.6776511073112488,0.7092506289482117,-0.23175092041492462,0.0,0.6578533053398132,0.7463127374649048,-0.2784915864467621,0.0,0.6441375017166138,0.7624547481536865,-0.30405235290527344,0.0,0.7450690865516663,0.7591317892074585,-0.1654466837644577,0.0,0.6858771443367004,0.7932043075561523,-0.21068137884140015,0.0,0.6632914543151855,0.8193336129188538,-0.23461642861366272,0.0,0.6468169689178467,0.828220784664154,-0.26302027702331543,0.0,0.7560571432113647,0.8198392987251282,-0.1606406420469284,0.0,0.7017913460731506,0.8502071499824524,-0.19477488100528717,0.0,0.6880428194999695,0.8720203042030334,-0.20006516575813293,0.0,0.684811532497406,0.8850815892219543,-0.2131848782300949,0.0,0.7644861340522766,0.8710745573043823,-0.15810257196426392,0.0,0.7359442710876465,0.9060801267623901,-0.18092940747737885,0.0,0.7245319485664368,0.9282659292221069,-0.19333353638648987,0.0,0.7154752016067505,0.935532808303833,-0.2128794938325882,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7786524295806885,0.8387908935546875,-3.553573333192617e-05,0.0,0.7465915083885193,0.7415676116943359,-0.022568687796592712,0.0,0.70339435338974,0.6801064610481262,-0.07920070737600327,0.0,0.6693496108055115,0.6542428731918335,-0.12159685045480728,0.0,0.649665117263794,0.6403597593307495,-0.16620977222919464,0.0,0.7161222100257874,0.7049691677093506,-0.24108196794986725,0.0,0.6472179889678955,0.703763484954834,-0.3101648986339569,0.0,0.6398410201072693,0.7153565883636475,-0.3184603154659271,0.0,0.6427931785583496,0.7136895060539246,-0.328590989112854,0.0,0.7294666171073914,0.7665005326271057,-0.24730917811393738,0.0,0.6443270444869995,0.7702316641807556,-0.3140811324119568,0.0,0.6321614384651184,0.7878138422966003,-0.28852006793022156,0.0,0.6354058384895325,0.7931057214736938,-0.27950096130371094,0.0,0.7390585541725159,0.833278477191925,-0.24659109115600586,0.0,0.6577919125556946,0.8371127247810364,-0.3033274710178375,0.0,0.635863721370697,0.8497170805931091,-0.27728259563446045,0.0,0.6349624395370483,0.8482513427734375,-0.26709219813346863,0.0,0.7425392270088196,0.8921509981155396,-0.24417047202587128,0.0,0.6964743137359619,0.9007258415222168,-0.29581886529922485,0.0,0.680465579032898,0.8998926281929016,-0.30722346901893616,0.0,0.6734591126441956,0.890425980091095,-0.32354164123535156,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7255938053131104,0.7895586490631104,1.894838351290673e-05,0.0,0.6943247318267822,0.6894513368606567,-0.009737218730151653,0.0,0.6747537851333618,0.5963037610054016,-0.04237782582640648,0.0,0.6637234687805176,0.5210813283920288,-0.06173766404390335,0.0,0.673691987991333,0.4523193836212158,-0.08365912735462189,0.0,0.6715674996376038,0.6429501175880432,-0.17244529724121094,0.0,0.5945029258728027,0.688524067401886,-0.19456954300403595,0.0,0.6114452481269836,0.6756516098976135,-0.16977423429489136,0.0,0.6339467167854309,0.6403493285179138,-0.16048717498779297,0.0,0.6747094988822937,0.7131829857826233,-0.1826917976140976,0.0,0.5871360301971436,0.7905178070068359,-0.22508502006530762,0.0,0.6233407855033875,0.783806562423706,-0.17530620098114014,0.0,0.6508833169937134,0.7555181980133057,-0.15914449095726013,0.0,0.6795532703399658,0.7825285196304321,-0.18810303509235382,0.0,0.5980728268623352,0.8388141393661499,-0.22702297568321228,0.0,0.6313048601150513,0.8339066505432129,-0.16999980807304382,0.0,0.655856728553772,0.8106873631477356,-0.1424427181482315,0.0,0.6826387643814087,0.8380252718925476,-0.19766369462013245,0.0,0.6175932884216309,0.8783923387527466,-0.24514244496822357,0.0,0.6408588886260986,0.875775158405304,-0.24101996421813965,0.0,0.6651760339736938,0.8704342842102051,-0.238894522190094,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7444415092468262,0.800452470779419,4.5754977691103704e-06,0.0,0.7260475158691406,0.719687283039093,-0.023000938817858696,0.0,0.7003756761550903,0.63863205909729,-0.061582423746585846,0.0,0.6799818277359009,0.5691692233085632,-0.08788922429084778,0.0,0.6723833680152893,0.5049561858177185,-0.10926180332899094,0.0,0.6758913397789001,0.7013366222381592,-0.1984918862581253,0.0,0.5828280448913574,0.7338494658470154,-0.20778776705265045,0.0,0.618899941444397,0.7271889448165894,-0.14586304128170013,0.0,0.6548027992248535,0.7052977085113525,-0.11870981752872467,0.0,0.6797146201133728,0.7704071402549744,-0.20559938251972198,0.0,0.5889715552330017,0.8028368949890137,-0.23261983692646027,0.0,0.6254387497901917,0.7912328243255615,-0.17244283854961395,0.0,0.6564128398895264,0.776409387588501,-0.14679305255413055,0.0,0.68486088514328,0.8364951610565186,-0.20807386934757233,0.0,0.60118567943573,0.8613986372947693,-0.23490431904792786,0.0,0.6367520689964294,0.8510987758636475,-0.18003645539283752,0.0,0.6646586656570435,0.8357316851615906,-0.1563275009393692,0.0,0.6894592046737671,0.8914555907249451,-0.2134069800376892,0.0,0.6283798217773438,0.9088449478149414,-0.2719259560108185,0.0,0.6480811238288879,0.9035876393318176,-0.2899647653102875,0.0,0.6674626469612122,0.8994619250297546,-0.30990877747535706,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7015489935874939,0.7531720399856567,5.998448614263907e-05,0.0,0.6884652972221375,0.6614550352096558,-0.01033787615597248,0.0,0.682118833065033,0.5754281878471375,-0.046080101281404495,0.0,0.6715155243873596,0.5092562437057495,-0.06955313682556152,0.0,0.6776494383811951,0.44999760389328003,-0.10131030529737473,0.0,0.6765704154968262,0.6130253076553345,-0.1681099534034729,0.0,0.6261118650436401,0.6129255890846252,-0.2110835462808609,0.0,0.632929265499115,0.5778108239173889,-0.21032428741455078,0.0,0.6451393365859985,0.5311185121536255,-0.20865440368652344,0.0,0.6687435507774353,0.674304187297821,-0.18139035999774933,0.0,0.6067888140678406,0.7282161712646484,-0.24747157096862793,0.0,0.6320136785507202,0.7311825752258301,-0.21841201186180115,0.0,0.6517284512519836,0.7130765318870544,-0.20771217346191406,0.0,0.6673371195793152,0.740444004535675,-0.19269895553588867,0.0,0.6077845096588135,0.7827413082122803,-0.25383827090263367,0.0,0.6331856846809387,0.7874804139137268,-0.21272355318069458,0.0,0.6532689929008484,0.7726818919181824,-0.18876130878925323,0.0,0.6689652800559998,0.7958113551139832,-0.20463424921035767,0.0,0.6207605600357056,0.8380150198936462,-0.26193684339523315,0.0,0.6335120797157288,0.8415758609771729,-0.26129332184791565,0.0,0.6503406763076782,0.835237979888916,-0.25556185841560364,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7401735782623291,0.7689957618713379,-5.886430153623223e-05,0.0,0.723933756351471,0.6940460205078125,-0.017723489552736282,0.0,0.7060774564743042,0.6186288595199585,-0.05282936617732048,0.0,0.6939481496810913,0.5498141050338745,-0.07266927510499954,0.0,0.6947132349014282,0.48854896426200867,-0.08312096446752548,0.0,0.6951479911804199,0.6543540358543396,-0.17849411070346832,0.0,0.5965152978897095,0.6552559733390808,-0.18659886717796326,0.0,0.6202361583709717,0.6623584032058716,-0.1380053162574768,0.0,0.652870774269104,0.6560801267623901,-0.11658183485269547,0.0,0.6901326179504395,0.7156748175621033,-0.18288654088974,0.0,0.5852704048156738,0.7232683897018433,-0.19874396920204163,0.0,0.6164242029190063,0.7298024296760559,-0.1357242614030838,0.0,0.6472439169883728,0.7285543084144592,-0.11061393469572067,0.0,0.6851721405982971,0.7791020274162292,-0.18429799377918243,0.0,0.5853140354156494,0.7765226364135742,-0.19426287710666656,0.0,0.6173888444900513,0.7838873863220215,-0.13308081030845642,0.0,0.6458140015602112,0.7822992205619812,-0.1124606728553772,0.0,0.6792035102844238,0.8339329361915588,-0.18771210312843323,0.0,0.6059395670890808,0.8285945653915405,-0.22815728187561035,0.0,0.6266559362411499,0.8320257067680359,-0.23140613734722137,0.0,0.6473347544670105,0.8374980092048645,-0.24693945050239563,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
I Like It!,0.7552039623260498,0.8329852223396301,-3.705124618136324e-05,0.0,0.7516881823539734,0.7337316274642944,0.007488662842661142,0.0,0.7260944843292236,0.6466012597084045,-0.022715989500284195,0.0,0.7018162608146667,0.5743858814239502,-0.0429818294942379,0.0,0.6943929195404053,0.5087912678718567,-0.05023576691746712,0.0,0.694981038570404,0.6804417967796326,-0.15767426788806915,0.0,0.5857844352722168,0.6988608837127686,-0.15216846764087677,0.0,0.6252573728561401,0.7051715850830078,-0.08196085691452026,0.0,0.6584188938140869,0.6959214806556702,-0.040451500564813614,0.0,0.6894464492797852,0.7535016536712646,-0.17167797684669495,0.0,0.5815869569778442,0.7647255063056946,-0.17026816308498383,0.0,0.6181623339653015,0.7710241079330444,-0.09726140648126602,0.0,0.6474004983901978,0.7714365720748901,-0.05954379960894585,0.0,0.6852088570594788,0.8274320960044861,-0.17856769263744354,0.0,0.5881484150886536,0.8298388719558716,-0.158536896109581,0.0,0.6210764050483704,0.8341699242591858,-0.0923006534576416,0.0,0.6479718089103699,0.8309849500656128,-0.0686313658952713,0.0,0.681431233882904,0.8945358395576477,-0.1835383176803589,0.0,0.6064948439598083,0.8821642398834229,-0.18498313426971436,0.0,0.6232300400733948,0.8839302659034729,-0.17117562890052795,0.0,0.6417160034179688,0.8922402262687683,-0.1686706691980362,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
